,x86,x86_64,armhf,aarch64,ppc64le,s390x
main/perl-string-shellquote,1,1,1,1,1,1
main/perl-struct-dumb,1,1,1,1,1,1
main/perl-sub-exporter,1,1,1,1,1,1
main/perl-sub-exporter-progressive,1,1,1,1,1,1
main/perl-sub-identify,1,1,1,1,1,1
main/perl-sub-info,1,1,1,1,1,1
main/perl-sub-install,1,1,1,1,1,1
main/perl-sub-name,1,1,1,1,1,1
main/perl-sub-uplevel,1,1,1,1,1,1
main/perl-switch,1,1,1,1,1,1
main/perl-symbol-global-name,1,1,1,1,1,1
main/perl-sys-hostname-long,1,1,1,1,1,1
main/perl-sys-mmap,1,1,1,1,1,1
main/perl-term-readkey,1,1,1,1,1,1
main/perl-term-table,1,1,1,1,1,1
main/perl-test-deep,1,1,1,1,1,1
main/perl-test-exception,1,1,1,1,1,1
main/perl-test-fatal,1,1,1,1,1,1
main/perl-test-harness,1,1,1,1,1,1
main/perl-test-identity,1,1,1,1,1,1
main/perl-test-inter,1,1,1,1,1,1
main/perl-test-leaktrace,1,1,1,1,1,1
main/perl-test-longstring,1,1,1,1,1,1
main/perl-test-manifest,1,1,1,1,1,1
main/perl-test-mockobject,1,1,1,1,1,1
main/perl-test-mocktime,1,1,1,1,1,1
main/perl-test-needs,1,1,1,1,1,1
main/perl-test-nowarnings,1,1,1,1,1,1
main/perl-test-number-delta,1,1,1,1,1,1
main/perl-test-output,1,1,1,1,1,1
main/perl-test-pod,1,1,1,1,1,1
main/perl-test-pod-coverage,1,1,1,1,1,1
main/perl-test-refcount,1,1,1,1,1,1
main/perl-test-requires,1,1,1,1,1,1
main/perl-test-requiresinternet,1,1,1,1,1,1
main/perl-test-script,1,1,1,1,1,1
main/perl-test-sharedfork,1,1,1,1,1,1
main/perl-test-simple,1,1,1,1,1,1
main/perl-test-tcp,1,1,1,1,1,1
main/perl-test-warn,1,1,1,1,1,1
main/perl-test-warnings,1,1,1,1,1,1
main/perl-test-without,1,1,1,1,1,1
main/perl-test-without-module,1,1,1,1,1,1
main/perl-test2-plugin-nowarnings,1,1,1,1,1,1
main/perl-test2-suite,1,1,1,1,1,1
main/perl-text-autoformat,1,1,1,1,1,1
main/perl-text-csv,1,1,1,1,1,1
main/perl-text-password-pronounceable,1,1,1,1,1,1
main/perl-text-quoted,1,1,1,1,1,1
main/perl-text-reform,1,1,1,1,1,1
main/perl-text-soundex,1,1,1,1,1,1
main/perl-text-template,1,1,1,1,1,1
main/perl-text-vfile-asdata,1,1,1,1,1,1
main/perl-text-wikiformat,1,1,1,1,1,1
main/perl-text-wrapper,1,1,1,1,1,1
main/perl-time-hires,1,1,1,1,1,1
main/perl-time-modules,1,1,1,1,1,1
main/perl-timedate,1,1,1,1,1,1
main/perl-tree-dag_node,1,1,1,1,1,1
main/perl-tree-simple,1,1,1,1,1,1
main/perl-try-tiny,1,1,1,1,1,1
main/perl-type-tiny,1,1,1,1,1,1
main/perl-universal-require,1,1,1,1,1,1
main/perl-unix-syslog,1,1,1,1,1,1
main/perl-uri,1,1,1,1,1,1
main/perl-variable-magic,1,1,1,1,1,1
main/perl-want,1,1,1,1,1,1
main/perl-www-robotrules,1,1,1,1,1,1
main/perl-x10,1,1,1,1,1,1
main/perl-xml-namespacesupport,1,1,1,1,1,1
main/perl-xml-parser,1,1,1,1,1,1
main/perl-xml-rss,1,1,1,1,1,1
main/perl-xml-sax,1,1,1,1,1,1
main/perl-xml-sax-base,1,1,1,1,1,1
main/perl-xml-simple,1,1,1,1,1,1
main/perl-yaml-syck,1,1,1,1,1,1
main/perl-yaml-xs,1,1,1,1,1,1
main/pgpool,1,1,1,1,1,1
main/pgtcl,1,1,1,1,1,1
main/phodav,1,1,1,1,1,1
main/pianobar,1,1,1,1,1,1
main/pidgin,1,1,1,1,1,1
main/pidgin-otr,1,1,1,1,1,1
main/pidgin-sipe,1,1,1,1,1,1
main/pigz,1,1,1,1,1,1
main/pinentry,1,1,1,1,1,1
main/pingu,1,1,1,1,1,1
main/pixman,1,1,1,1,1,1
main/pjproject,1,1,1,1,1,1
main/pkgconf,1,1,1,1,1,1
main/pllua,1,1,1,1,1,1
main/pm-utils,1,1,1,1,1,1
main/pmacct,1,1,1,1,1,1
main/pngcrush,1,1,1,1,1,1
main/po4a,1,1,1,1,1,1
main/policyd-spf-fs,1,1,1,0,1,1
main/polkit,1,1,1,1,1,1
main/polkit-gnome,1,1,1,1,1,1
main/poppler,1,1,1,1,1,1
main/poppler-qt4,1,1,1,1,1,1
main/popt,1,1,1,1,1,1
main/portaudio,1,1,1,1,1,1
main/postfix,1,1,1,1,1,1
main/postfix-policyd-spf-perl,1,1,1,1,1,1
main/postgresql,1,1,1,1,1,1
main/postgresql-bdr,1,1,1,1,1,1
main/postgresql-bdr-extension,1,1,1,1,1,1
main/postgrey,1,1,1,1,1,1
main/pound,1,1,1,1,1,1
main/powerpc-utils,0,0,0,0,1,0
main/powertop,1,1,1,1,1,1
main/ppp,1,1,1,1,1,1
main/pptpd,1,1,1,1,1,1
main/presentproto,1,1,1,1,1,1
main/printproto,1,1,1,1,1,1
main/privoxy,1,1,1,1,1,1
main/procmail,1,1,1,1,1,1
main/procps,1,1,1,1,1,1
main/protobuf,1,1,1,1,1,1
main/protobuf-c,1,1,1,1,1,1
main/proxychains-ng,1,1,1,1,1,1
main/psqlodbc,1,1,1,1,1,1
main/pssh,1,1,1,1,1,1
main/pstree,1,1,1,1,1,1
main/pth,1,1,1,1,1,1
main/putty,1,1,1,1,1,1
main/pwgen,1,1,1,1,1,1
main/py-alabaster,1,1,1,1,1,1
main/py-asn1,1,1,1,1,1,1
main/py-asn1-modules,1,1,1,1,1,1
main/py-asn1crypto,1,1,1,1,1,1
main/py-babel,1,1,1,1,1,1
main/py-backports_abc,1,1,1,1,1,1
main/py-bluez,1,1,1,1,1,1
main/py-boto,1,1,1,1,1,1
main/py-certifi,1,1,1,1,1,1
main/py-cffi,1,1,1,1,1,1
main/py-chardet,1,1,1,1,1,1
main/py-cliapp,1,1,1,1,1,1
main/py-click,1,1,1,1,1,1
main/py-configshell,1,1,1,1,1,1
main/py-country,1,1,1,1,1,1
main/py-cparser,1,1,1,1,1,1
main/py-crypto,1,1,1,1,1,1
main/py-cryptography,1,1,1,1,1,1
main/py-curl,1,1,1,1,1,1
main/py-dateutil,1,1,1,1,1,1
main/py-dbus,1,1,1,1,1,1
main/py-django,1,1,1,1,1,1
main/py-django-contact-form,1,1,1,1,1,1
main/py-django-djblets,1,1,1,1,1,1
main/py-django-extra-views,1,1,1,1,1,1
main/py-django-haystack,1,1,1,1,1,1
main/py-django-oscar,1,1,1,1,1,1
main/py-django-pipeline,1,1,1,1,1,1
main/py-django-registation,1,1,1,1,1,1
main/py-django-simple-captcha,1,1,1,1,1,1
main/py-django-sorl-thumbnail,1,1,1,1,1,1
main/py-django-tables2,1,1,1,1,1,1
main/py-django-treebeard,1,1,1,1,1,1
main/py-django-widget-tweaks,1,1,1,1,1,1
main/py-docutils,1,1,1,1,1,1
main/py-ecdsa,1,1,1,1,1,1
main/py-ediarpc,1,1,1,1,1,1
main/py-egenix-mx-base,1,1,1,1,1,1
main/py-enum34,1,1,1,1,1,1
main/py-exifread,1,1,1,1,1,1
main/py-eyed3,1,1,1,1,1,1
main/py-factory-boy,1,1,1,1,1,1
main/py-flask,1,1,1,1,1,1
main/py-flask-assets,1,1,1,1,1,1
main/py-flask-oauthlib,1,1,1,1,1,1
main/py-flask-script,1,1,1,1,1,1
main/py-flask-wtf,1,1,1,1,1,1
main/py-flup,1,1,1,1,1,1
main/py-funcsigs,1,1,1,1,1,1
main/py-fuse,1,1,1,1,1,1
main/py-future,1,1,1,1,1,1
main/py-genshi,1,1,1,1,1,1
main/py-gflags,1,1,1,1,1,1
main/py-gnome,1,1,1,1,1,1
main/py-gnutls,1,1,1,1,1,1
main/py-gobject,1,1,1,1,1,1
main/py-gobject3,1,1,1,1,1,1
main/py-google-api-python-client,1,1,1,1,1,1
main/py-gst0.10,1,1,1,1,1,1
main/py-gtk,1,1,1,1,1,1
main/py-gunicorn,1,1,1,1,1,1
main/py-hgtools,1,1,1,1,1,1
main/py-hiredis,1,1,1,1,1,1
main/py-hoedown,1,1,1,1,1,1
main/py-httplib2,1,1,1,1,1,1
main/py-icu,1,1,1,1,1,1
main/py-idna,1,1,1,1,1,1
main/py-imagesize,1,1,1,1,1,1
main/py-imaging,1,1,1,1,1,1
main/py-ipaddress,1,1,1,1,1,1
main/py-irc,1,1,1,1,1,1
main/py-itsdangerous,1,1,1,1,1,1
main/py-jinja2,1,1,1,1,1,1
main/py-jwt,1,1,1,1,1,1
main/py-larch,1,1,1,1,1,1
main/py-libvirt,1,1,1,1,1,1
main/py-lockfile,1,1,1,1,1,1
main/py-lxml,1,1,1,1,1,1
main/py-mako,1,1,1,1,1,1
main/py-markupsafe,1,1,1,1,1,1
main/py-mccabe,1,1,1,1,1,1
main/py-meld3,1,1,1,1,1,1
main/py-mock,1,1,1,1,1,1
main/py-munkres,1,1,1,1,1,1
main/py-musicbrainzngs,1,1,1,1,1,1
main/py-mysqldb,1,1,1,1,1,1
main/py-nose,1,1,1,1,1,1
main/py-oauth2,1,1,1,1,1,1
main/py-oauth2client,1,1,1,1,1,1
main/py-oauthlib,1,1,1,1,1,1
main/py-openssl,1,1,1,1,1,1
main/py-paramiko,1,1,1,1,1,1
main/py-parsing,1,1,1,1,1,1
main/py-pbr,1,1,1,1,1,1
main/py-pep8,1,1,1,1,1,1
main/py-pgen,1,1,1,1,1,1
main/py-phonenumbers,1,1,1,1,1,1
main/py-pillow,1,1,1,1,1,1
main/py-psycopg2,1,1,1,1,1,1
main/py-purl,1,1,1,1,1,1
main/py-pygments,1,1,1,1,1,1
main/py-pylast,1,1,1,1,1,1
main/py-redis,1,1,1,1,1,1
main/py-requests,1,1,1,1,1,1
main/py-requests-oauthlib,1,1,1,1,1,1
main/py-roman,1,1,1,1,1,1
main/py-rsa,1,1,1,1,1,1
main/py-setuptools,1,1,1,1,1,1
main/py-simplejson,1,1,1,1,1,1
main/py-simpleparse,1,1,1,1,1,1
main/py-six,1,1,1,1,1,1
main/py-snowballstemmer,1,1,1,1,1,1
main/py-sphinx,1,1,1,1,1,1
main/py-sphinx_rtd_theme,1,1,1,1,1,1
main/py-templayer,1,1,1,1,1,1
main/py-tornado,1,1,1,1,1,1
main/py-tracing,1,1,1,1,1,1
main/py-ttystatus,1,1,1,1,1,1
main/py-twisted,1,1,1,1,1,1
main/py-twitter,1,1,1,1,1,1
main/py-tz,1,1,1,1,1,1
main/py-unidecode,1,1,1,1,1,1
main/py-uritemplate,1,1,1,1,1,1
main/py-urlgrabber,1,1,1,1,1,1
main/py-urlnorm,1,1,1,1,1,1
main/py-urwid,1,1,1,1,1,1
main/py-virtualenv,1,1,1,1,1,1
main/py-vobject,1,1,1,1,1,1
main/py-webassets,1,1,1,1,1,1
main/py-werkzeug,1,1,1,1,1,1
main/py-wtforms,1,1,1,1,1,1
main/py-yaml,1,1,1,1,1,1
main/py-zope-interface,1,1,1,1,1,1
main/py2-backports.ssl_match_hostname,1,1,1,1,1,1
main/py2-cairo,1,1,1,1,1,1
main/py2-pip,1,1,1,1,1,1
main/py2-singledispatch,1,1,1,1,1,1
main/py3-cairo,1,1,1,1,1,1
main/pyflakes,1,1,1,1,1,1
main/python2,1,1,1,1,1,1
main/python3,1,1,1,1,1,1
main/qca,1,1,1,1,1,1
main/qemu,1,1,1,1,1,1
main/qemu-openrc,1,1,1,1,1,1
main/qextserialport,1,1,1,1,1,1
main/qjson,1,1,1,1,1,1
main/qpdf,1,1,1,1,1,1
main/qt,1,1,1,1,1,1
main/quagga,1,1,1,1,1,1
main/quazip,1,1,1,1,1,1
main/quvi,1,1,1,1,1,1
main/rabbitmq-c,1,1,1,1,1,1
main/radvd,1,1,1,1,1,1
main/ragel,1,1,1,1,1,1
main/randrproto,1,1,1,1,1,1
main/rarian,1,1,1,1,1,1
main/raspberrypi,0,0,1,0,0,0
main/razor,1,1,1,1,1,1
main/rdesktop,1,1,1,1,1,1
main/rdiff-backup,1,1,1,1,1,1
main/re2c,1,1,1,1,1,1
main/readline,1,1,1,1,1,1
main/recode,1,1,1,1,1,1
main/recordmydesktop,1,1,1,1,1,1
main/recordproto,1,1,1,1,1,1
main/redis,1,1,1,1,1,1
main/reiserfsprogs,0,0,0,0,0,0
main/renderproto,1,1,1,1,1,1
main/resourceproto,1,1,1,1,1,1
main/rest,1,1,1,1,1,1
main/rgb,1,1,1,1,1,1
main/rhash,1,1,1,1,1,1
main/ristretto,1,1,1,1,1,1
main/rlog,1,1,1,1,1,1
main/rp-pppoe,1,1,1,1,1,1
main/rpcbind,1,1,1,1,1,1
main/rrdcollect,1,1,1,1,1,1
main/rrdtool,1,1,1,1,1,1
main/rsnapshot,1,1,1,1,1,1
main/rsync,1,1,1,1,1,1
main/rsyslog,1,1,1,1,1,1
main/rt4,1,1,1,1,1,1
main/rtapd,1,1,1,1,1,1
main/rtmpdump,1,1,1,1,1,1
main/rtnppd,1,1,1,1,1,1
main/rtorrent,1,1,1,1,1,1
main/rtpproxy,1,1,1,1,1,1
main/ruby,1,1,1,1,1,1
main/ruby-augeas,1,1,1,1,1,1
main/ruby-bundler,1,1,1,1,1,1
main/run-parts,1,1,1,1,1,1
main/rxvt-unicode,1,1,1,1,1,1
main/s6,1,1,1,1,1,1
main/s6-dns,1,1,1,1,1,1
main/s6-linux-init,1,1,1,1,1,1
main/s6-linux-utils,1,1,1,1,1,1
main/s6-networking,1,1,1,1,1,1
main/s6-portable-utils,1,1,1,1,1,1
main/s6-rc,1,1,1,1,1,1
main/samba,1,1,1,1,1,1
main/sc,1,1,1,1,1,1
main/scons,1,1,1,1,1,1
main/screen,1,1,1,1,1,1
main/scrnsaverproto,1,1,1,1,1,1
main/scrot,1,1,1,1,1,1
main/scstadmin,1,1,1,1,1,1
main/sdl,1,1,1,1,1,1
main/sdl2,1,1,1,1,1,1
main/sdl2_image,1,1,1,1,1,1
main/sdl2_mixer,1,1,1,1,1,1
main/sdl2_ttf,1,1,1,1,1,1
main/sdl_image,1,1,1,1,1,1
main/sdl_mixer,1,1,1,1,1,1
main/seabios,1,1,0,0,0,0
main/sed,1,1,1,1,1,1
main/sems,1,1,1,1,1,1
main/sendpage,1,1,1,1,1,1
main/ser2net,1,1,1,1,1,1
main/serf,1,1,1,1,1,1
main/sessreg,1,1,1,1,1,1
main/setup-box,1,1,1,1,1,1
main/setxkbmap,1,1,1,1,1,1
main/sfic,1,1,1,1,1,1
main/sg3_utils,1,1,1,1,1,1
main/shared-mime-info,1,1,1,1,1,1
main/shorewall,1,1,1,1,1,1
main/shorewall-core,1,1,1,1,1,1
main/shorewall6,1,1,1,1,1,1
main/sic,1,1,1,1,1,1
main/sipcalc,1,1,1,1,1,1
main/sipp,1,1,1,1,1,1
main/sipsak,1,1,1,1,1,1
main/sircbot,1,1,1,1,1,1
main/skalibs,1,1,1,1,1,1
main/skytraq-datalogger,1,1,1,1,1,1
main/slang,1,1,1,1,1,1
main/slim,1,1,1,1,1,1
main/slim-themes,1,1,1,1,1,1
main/slony1,1,1,1,1,1,1
main/smartmontools,1,1,1,1,1,1
main/smem,1,1,1,1,1,1
main/smokeping,1,1,1,1,1,1
main/snappy,1,1,1,1,1,1
main/sngtc_client,1,1,1,1,1,1
main/snmptt,1,1,1,1,1,1
main/snort,1,1,1,1,1,1
main/snownews,1,1,1,1,1,1
main/sntpc,1,1,1,1,1,1
main/socat,1,1,1,1,1,1
main/sox,1,1,1,1,1,1
main/soxr,1,1,1,1,1,1
main/spamassassin,1,1,1,1,1,1
main/spandsp,1,1,1,1,1,1
main/sparsehash,1,1,1,1,1,1
main/spawn-fcgi,1,1,1,1,1,1
main/speedtest-cli,1,1,1,1,1,1
main/speex,1,1,1,1,1,1
main/speexdsp,1,1,1,1,1,1
main/spice,1,1,1,1,1,1
main/spice-gtk,1,1,1,1,1,1
main/spice-protocol,1,1,1,1,1,1
main/spl,1,1,0,1,1,1
main/spl-hardened,1,1,0,0,0,0
main/spl-vanilla,1,1,0,1,0,1
main/sprunge,1,1,1,1,1,1
main/sqlite,1,1,1,1,1,1
main/sqsh,1,1,1,1,1,1
main/squark,1,1,1,1,1,1
main/squashfs-tools,1,1,1,1,1,1
main/squid,1,1,1,1,1,1
main/ssh-getkey-ldap,1,1,1,1,1,1
main/sshfs,1,1,1,1,1,1
main/sshguard,1,1,1,1,1,1
main/sshpass,1,1,1,1,1,1
main/ssmtp,1,1,1,1,1,1
main/st,1,1,1,1,1,1
main/stalonetray,1,1,1,1,1,1
main/startup-notification,1,1,1,1,1,1
main/static-routing,1,1,1,1,1,1
main/statserial,1,1,1,1,1,1
main/stfl,1,1,1,1,1,1
main/strace,1,1,1,1,1,1
main/strongswan,1,1,1,1,1,1
main/su-exec,1,1,1,1,1,1
main/subunit,1,1,1,1,1,1
main/subversion,1,1,1,1,1,1
main/sudo,1,1,1,1,1,1
main/supervisor,1,1,1,1,1,1
main/swatch,1,1,1,1,1,1
main/swfdec,1,1,1,1,1,1
main/swfdec-mozilla,1,1,1,0,1,1
main/swig,1,1,1,1,1,1
main/swish-e,1,1,1,1,1,1
main/sxiv,1,1,1,1,1,1
main/sylpheed,1,1,1,1,1,1
main/sysfsutils,1,1,1,1,1,1
main/sysklogd,1,1,1,1,1,1
main/syslinux,1,1,0,0,0,0
main/syslog-ng,1,1,1,0,1,1
main/sysstat,1,1,1,1,1,1
main/taglib,1,1,1,1,1,1
main/talloc,1,1,1,1,1,1
main/tango-icon-theme,1,1,1,1,1,1
main/tar,1,1,1,1,1,1
main/tarsnap,1,1,0,0,0,0
main/task,1,1,1,1,1,1
main/taskd,1,1,1,1,1,1
main/tcl,1,1,1,1,1,1
main/tcl-tls,1,1,1,1,1,1
main/tcpdump,1,1,1,1,1,1
main/tcpflow,1,1,1,1,1,1
main/tcpproxy,1,1,1,1,1,1
main/tdb,1,1,1,1,1,1
main/terminus-font,1,1,1,1,1,1
main/termrec,1,1,1,1,1,1
main/testdisk,1,1,1,1,1,1
main/tevent,1,1,1,1,1,1
main/texinfo,1,1,1,1,1,1
main/tftp-hpa,1,1,1,1,1,1
main/the_silver_searcher,1,1,1,1,1,1
main/thin-provisioning-tools,1,1,1,1,1,1
main/thunar,1,1,1,1,1,1
main/thunar-archive-plugin,1,1,1,1,1,1
main/thunar-vcs-plugin,1,1,1,1,1,1
main/thunar-volman,1,1,1,1,1,1
main/tiff,1,1,1,1,1,1
main/tig,1,1,1,1,1,1
main/tinc,1,1,1,1,1,1
main/tinyproxy,1,1,1,1,1,1
main/tinyxml,1,1,1,1,1,1
main/tk,1,1,1,1,1,1
main/tlsdate,1,1,1,1,1,1
main/tmux,1,1,1,1,1,1
main/tolua++,1,1,1,1,1,1
main/trac,1,1,1,1,1,1
main/transmission,1,1,1,1,1,1
main/tree,1,1,1,1,1,1
main/truecrypt,1,1,1,1,1,1
main/tsocks,0,1,0,0,0,0
main/ttf-dejavu,1,1,1,1,1,1
main/ttf-droid,1,1,1,1,1,1
main/ttf-freefont,1,1,1,1,1,1
main/ttf-liberation,1,1,1,1,1,1
main/ttf-linux-libertine,1,1,1,1,1,1
main/ttf-ubuntu-font-family,1,1,1,1,1,1
main/tumbler,1,1,1,1,1,1
main/twm,1,1,1,1,1,1
main/txt2man,1,1,1,1,1,1
main/tzdata,1,1,1,1,1,1
main/u-boot,0,0,1,1,0,0
main/ucarp,1,1,1,1,1,1
main/udev-init-scripts,1,1,1,1,1,1
main/udisks,1,1,1,1,1,1
main/udisks2,1,1,1,1,1,1
main/udns,1,1,1,1,1,1
main/ufsutils,0,0,0,0,0,0
main/ulogd,1,1,1,1,1,1
main/umix,1,1,1,1,1,1
main/umurmur,1,1,1,1,1,1
main/unbound,1,1,1,1,1,1
main/unfs3,1,1,1,1,1,1
main/unifont,1,1,1,1,1,1
main/unionfs-fuse,1,1,1,1,1,1
main/unixodbc,1,1,1,1,1,1
main/unrar,1,1,1,1,1,1
main/unzip,1,1,1,1,1,1
main/upower,1,1,1,1,1,1
main/uriparser,1,1,1,1,1,1
main/usb-modeswitch,1,1,1,1,1,1
main/usbredir,1,1,1,1,1,1
main/usbutils,1,1,1,1,1,1
main/userspace-rcu,1,1,1,1,1,1
main/util-linux,1,1,1,1,1,1
main/util-macros,1,1,1,1,1,1
main/uvncrepeater,1,1,1,1,1,1
main/uwsgi,1,1,1,1,1,1
main/v4l-utils,1,1,1,1,1,1
main/v86d,1,1,0,0,0,0
main/vala,1,1,1,1,1,1
main/valgrind,1,1,1,0,1,1
main/vanessa_adt,1,1,1,1,1,1
main/vanessa_logger,1,1,1,1,1,1
main/vanessa_socket,1,1,1,1,1,1
main/varnish,1,1,1,1,1,1
main/vblade,1,1,1,1,1,1
main/vde2,1,1,1,1,1,1
main/videoproto,1,1,1,1,1,1
main/vim,1,1,1,1,1,1
main/virtinst,1,1,1,1,1,1
main/vlan,1,1,1,1,1,1
main/vsftpd,1,1,1,1,1,1
main/vte,1,1,1,1,1,1
main/wavpack,1,1,1,1,1,1
main/wayland,1,1,1,1,1,1
main/wayland-protocols,1,1,1,1,1,1
main/websocket++,1,1,1,1,1,1
main/weechat,1,1,1,1,1,1
main/wget,1,1,1,1,1,1
main/which,1,1,1,1,1,1
main/wipe,1,1,1,1,1,1
main/wireless-tools,1,1,1,1,1,1
main/wpa_supplicant,1,1,1,1,1,1
main/wv,1,1,1,1,1,1
main/wxgtk2.8,1,1,1,1,1,1
main/x264,1,1,1,1,1,1
main/x265,1,1,1,1,1,1
main/xauth,1,1,1,1,1,1
main/xautolock,1,1,1,0,1,1
main/xbacklight,1,1,1,1,1,1
main/xbanish,1,1,1,1,1,1
main/xbitmaps,1,1,1,1,1,1
main/xcalib,1,1,1,1,1,1
main/xcb-proto,1,1,1,1,1,1
main/xcb-util,1,1,1,1,1,1
main/xcb-util-cursor,1,1,1,1,1,1
main/xcb-util-image,1,1,1,1,1,1
main/xcb-util-keysyms,1,1,1,1,1,1
main/xcb-util-renderutil,1,1,1,1,1,1
main/xcb-util-wm,1,1,1,1,1,1
main/xclip,1,1,1,1,1,1
main/xcmiscproto,1,1,1,1,1,1
main/xcmsdb,1,1,1,1,1,1
main/xdelta3,1,1,1,1,1,1
main/xdg-utils,1,1,1,1,1,1
main/xdm,1,1,1,1,1,1
main/xdpyinfo,1,1,1,1,1,1
main/xdriinfo,1,1,1,1,1,1
main/xe-guest-utilities,1,1,0,0,0,0
main/xen,0,1,1,0,0,0
main/xev,1,1,1,1,1,1
main/xextproto,1,1,1,1,1,1
main/xf86-input-evdev,1,1,1,1,1,1
main/xf86-input-keyboard,1,1,1,1,1,1
main/xf86-input-libinput,1,1,1,1,1,1
main/xf86-input-mouse,1,1,1,1,1,1
main/xf86-input-synaptics,1,1,1,1,1,1
main/xf86-input-vmmouse,1,1,0,0,0,0
main/xf86-video-amdgpu,1,1,1,1,1,1
main/xf86-video-apm,1,1,1,1,1,1
main/xf86-video-ark,1,1,1,1,1,1
main/xf86-video-ast,1,1,1,1,1,1
main/xf86-video-ati,1,1,1,1,1,1
main/xf86-video-chips,1,1,1,1,1,1
main/xf86-video-dummy,1,1,1,1,1,1
main/xf86-video-fbdev,1,1,1,1,1,1
main/xf86-video-glint,1,1,1,1,1,1
main/xf86-video-i128,1,1,1,1,1,1
main/xf86-video-i740,1,1,1,1,1,1
main/xf86-video-intel,1,1,0,0,0,0
main/xf86-video-modesetting,1,1,1,1,1,1
main/xf86-video-nouveau,1,1,1,1,1,1
main/xf86-video-nv,1,1,1,1,1,1
main/xf86-video-openchrome,1,1,1,1,1,1
main/xf86-video-qxl,1,1,0,0,0,0
main/xf86-video-r128,1,1,1,1,1,1
main/xf86-video-rendition,1,1,1,1,1,1
main/xf86-video-s3,1,1,1,1,1,1
main/xf86-video-s3virge,1,1,1,1,1,1
main/xf86-video-savage,1,1,1,1,1,1
main/xf86-video-siliconmotion,1,1,0,0,0,0
main/xf86-video-sis,1,1,1,1,1,1
main/xf86-video-sunleo,1,1,1,1,1,1
main/xf86-video-tdfx,1,1,1,1,1,1
main/xf86-video-vesa,1,1,1,1,1,1
main/xf86-video-vmware,1,1,0,0,0,0
main/xf86-video-xgixp,1,1,1,1,1,1
main/xf86bigfontproto,1,1,1,1,1,1
main/xf86dgaproto,1,1,1,1,1,1
main/xf86driproto,1,1,1,1,1,1
main/xf86miscproto,1,1,1,1,1,1
main/xf86vidmodeproto,1,1,1,1,1,1
main/xfburn,1,1,1,1,1,1
main/xfce4,1,1,1,1,1,1
main/xfce4-appfinder,1,1,1,1,1,1
main/xfce4-battery-plugin,1,1,1,1,1,1
main/xfce4-clipman-plugin,1,1,1,1,1,1
main/xfce4-cpufreq-plugin,1,1,1,1,1,1
main/xfce4-cpugraph-plugin,1,1,1,1,1,1
main/xfce4-dev-tools,1,1,1,1,1,1
main/xfce4-mixer,1,1,1,1,1,1
main/xfce4-notes-plugin,1,1,1,1,1,1
main/xfce4-notifyd,1,1,1,1,1,1
main/xfce4-panel,1,1,1,1,1,1
main/xfce4-power-manager,1,1,1,1,1,1
main/xfce4-screenshooter,1,1,1,1,1,1
main/xfce4-session,1,1,1,1,1,1
main/xfce4-settings,1,1,1,1,1,1
main/xfce4-taskmanager,1,1,1,1,1,1
main/xfce4-terminal,1,1,1,1,1,1
main/xfce4-vala,1,1,1,1,1,1
main/xfce4-volumed,1,1,1,1,1,1
main/xfce4-wavelan-plugin,1,1,1,1,1,1
main/xfce4-whiskermenu-plugin,1,1,1,1,1,1
main/xfce4-xkb-plugin,1,1,1,1,1,1
main/xfconf,1,1,1,1,1,1
main/xfdesktop,1,1,1,1,1,1
main/xfontsel,1,1,1,1,1,1
main/xfsprogs,1,1,1,1,1,1
main/xfwm4,1,1,1,1,1,1
main/xfwm4-themes,1,1,1,1,1,1
main/xgamma,1,1,1,1,1,1
main/xhost,1,1,1,1,1,1
main/xineramaproto,1,1,1,1,1,1
main/xinit,1,1,1,1,1,1
main/xinput,1,1,1,1,1,1
main/xkbcomp,1,1,1,1,1,1
main/xkeyboard-config,1,1,1,1,1,1
main/xl2tpd,1,1,1,1,1,1
main/xmlindent,1,1,1,1,1,1
main/xmlrpc-c,1,1,1,1,1,1
main/xmlto,1,1,1,1,1,1
main/xmodmap,1,1,1,1,1,1
main/xorg-cf-files,1,1,1,1,1,1
main/xorg-server,1,1,1,1,1,1
main/xprop,1,1,1,1,1,1
main/xproto,1,1,1,1,1,1
main/xrandr,1,1,1,1,1,1
main/xrdb,1,1,1,1,1,1
main/xrdp,1,1,1,1,1,1
main/xrefresh,1,1,1,1,1,1
main/xscreensaver,1,1,1,1,1,1
main/xset,1,1,1,1,1,1
main/xsetmode,1,1,1,1,1,1
main/xsetroot,1,1,1,1,1,1
main/xtables-addons,1,1,1,1,1,1
main/xtables-addons-hardened,1,1,1,0,0,0
main/xtrans,1,1,1,1,1,1
main/xvidcore,1,1,1,1,1,1
main/xvinfo,1,1,1,1,1,1
main/xwininfo,1,1,1,1,1,1
main/xz,1,1,1,1,1,1
main/yaboot,0,0,0,0,0,0
main/yajl,1,1,1,1,1,1
main/yaml,1,1,1,1,1,1
main/yasm,1,1,1,1,1,1
main/yeahconsole,1,1,1,1,1,1
main/ympd,1,1,1,1,1,1
main/zd1211-firmware,1,1,1,1,1,1
main/zeromq,1,1,1,1,1,1
main/zfs,1,1,0,1,0,1
main/zfs-hardened,1,1,0,0,0,0
main/zfs-vanilla,1,1,0,1,0,1
main/zip,1,1,1,1,1,1
main/zlib,1,1,1,1,1,1
main/zmap,1,1,1,1,1,1
main/znc,1,1,1,1,1,1
main/zonenotify,1,1,1,1,1,1
